"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"Plasma cells","Myeloid cells","COL4A4","ITGAV_ITGB8",0.00321831651478487,0,"COL4A4_ITGAV_ITGB8","COL4A4 - (ITGAV+ITGB8)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Monocytes","Conventional Dendritic Cells","ICAM1","SPN",0.00321811995734583,0,"ICAM1_SPN","ICAM1 - SPN","ICAM","Cell-Cell Contact","PMID: 1683685"
"C1Q+ Monocytes","MAIT / CD161-like T cells","ALCAM","CD6",0.00321573594564257,0,"ALCAM_CD6","ALCAM - CD6","ALCAM","Cell-Cell Contact","KEGG: hsa04514"
"MAIT / CD161-like T cells","C1Q+ Monocytes","CD6","ALCAM",0.00321573594564257,0,"CD6_ALCAM","CD6 - ALCAM","CD6","Cell-Cell Contact","PMID: 23602662"
"C1Q+ Monocytes","NK-like cells","TNF","TNFRSF1B",0.00320605496995825,0,"TNF_TNFRSF1B","TNF - TNFRSF1B","TNF","Secreted Signaling","KEGG: hsa04060"
"Gamma-delta Cytotoxic T cells","NK-like cells","JAM3","ITGAM_ITGB2",0.00319896197848821,0,"JAM3_ITGAM_ITGB2","JAM3 - (ITGAM+ITGB2)","JAM","Cell-Cell Contact","KEGG: hsa04514; PMID: 16118203, PMC2194005"
"Myeloid cells","Naive B cells","ICAM1","ITGAM_ITGB2",0.00319017314277699,0,"ICAM1_ITGAM_ITGB2","ICAM1 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Gamma-delta Cytotoxic T cells","Classical Monocytes","HLA-DRB5","CD4",0.0031885698904579,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Conventional Dendritic Cells","Naive B cells","ICAM2","ITGAL_ITGB2",0.00318842340398782,0,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","Monocytes","CD48","CD244",0.00318743948520475,0,"CD48_CD244A","CD48 - CD244A","CD48","Cell-Cell Contact","PMID: 26697006"
"C1Q+ Monocytes","Monocytes","SEMA4A","PLXNB2",0.00318515911441996,0,"SEMA4A_PLXNB2","SEMA4A - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"Plasma cells","C1Q+ Monocytes","HLA-DQA2","CD4",0.00318366654276028,0,"HLA-DQA2_CD4","HLA-DQA2 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Regulatory / Activated CD4 T cells","Naive CD4 T cells","SELPLG","SELL",0.00318099478223501,0,"SELPLG_SELL","SELPLG - SELL","SELPLG","Cell-Cell Contact","PMC2431087; PMID:  8892633,PMID:  8896607"
"Gamma-delta Cytotoxic T cells","Classical Monocytes","HLA-DOA","CD4",0.00318078319905864,0,"HLA-DOA_CD4","HLA-DOA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Naive CD4 T cells","Classical Monocytes","ICAM2","ITGAL_ITGB2",0.00315939813891636,0,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"C1Q+ Monocytes","Naive CD4 T cells","ICAM1","ITGAL",0.00315868417103099,0,"ICAM1_ITGAL","ICAM1 - ITGAL","ICAM","Cell-Cell Contact","PMID: 23602662"
"Plasma cells","Naive CD4 T cells","ICOSLG","CD28",0.00315736824574623,0,"ICOSL_CD28","ICOSL - CD28","ICOS","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","Naive CD4 T cells","ICAM1","ITGAL_ITGB2",0.00315482476419102,0,"ICAM1_ITGAL_ITGB2","ICAM1 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"MAIT / CD161-like T cells","Naive B cells","TNFSF14","TNFRSF14",0.00313775139186505,0,"TNFSF14_TNFRSF14","TNFSF14 - TNFRSF14","LIGHT","Secreted Signaling","KEGG: hsa04060"
"Conventional Dendritic Cells","Conventional Dendritic Cells","GRN","SORT1",0.00313717289549458,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"C1Q+ Monocytes","NK cells","LAMB3","CD44",0.00311924040376396,0,"LAMB3_CD44","LAMB3 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"NK-like cells","Conventional Dendritic Cells","CD48","CD244",0.00311084913024098,0.03,"CD48_CD244A","CD48 - CD244A","CD48","Cell-Cell Contact","PMID: 26697006"
"Monocytes","C1Q+ Monocytes","F11R","ITGAL_ITGB2",0.00310555180063399,0,"JAM1_ITGAL_ITGB2","JAM1 - (ITGAL+ITGB2)","JAM","Cell-Cell Contact","PMID: 11812992"
"Naive B cells","Classical Monocytes","HLA-DQA1","CD4",0.00309905350843538,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Regulatory / Activated CD4 T cells","Plasma cells","CD40LG","CD40",0.00309876887663531,0,"CD40LG_CD40","CD40LG - CD40","CD40","Cell-Cell Contact","KEGG: hsa04514"
"NK-like cells","Regulatory / Activated CD4 T cells","SELPLG","SELL",0.00309324778984748,0.02,"SELPLG_SELL","SELPLG - SELL","SELPLG","Cell-Cell Contact","PMC2431087; PMID:  8892633,PMID:  8896607"
"C1Q+ Monocytes","Classical Monocytes","SEMA4A","PLXNB2",0.00309013855944971,0,"SEMA4A_PLXNB2","SEMA4A - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"Regulatory / Activated CD4 T cells","Naive B cells","CD40LG","ITGA5_ITGB1",0.00308229943871743,0,"CD40LG_ITGA5_ITGB1","CD40LG - (ITGA5+ITGB1)","CD40","Secreted Signaling","PMID: 28676852"
"Myeloid cells","Naive B cells","CLEC2B","KLRB1",0.00307845458203115,0,"CLEC2B_KLRB1","CLEC2B - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"C1Q+ Monocytes","Regulatory / Activated CD4 T cells","CD80","CD28",0.00307622743516314,0,"CD80_CD28","CD80 - CD28","CD80","Cell-Cell Contact","PMID: 23954143"
"Regulatory / Activated CD4 T cells","Classical Monocytes","ICAM2","ITGAM_ITGB2",0.00306860278811913,0,"ICAM2_ITGAM_ITGB2","ICAM2 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","Monocytes","ICAM2","ITGAM_ITGB2",0.00306750595934616,0,"ICAM2_ITGAM_ITGB2","ICAM2 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Conventional Dendritic Cells","Classical Monocytes","IL1B","IL1R2",0.00306537319727564,0,"IL1B_IL1R2","IL1B - IL1R2","IL1","Secreted Signaling","KEGG: hsa04060"
"Classical Monocytes","NK-like cells","ICAM2","ITGAL_ITGB2",0.00306492843501875,0,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"MAIT / CD161-like T cells","MAIT / CD161-like T cells","ICAM1","ITGAL_ITGB2",0.00306469790505849,0.01,"ICAM1_ITGAL_ITGB2","ICAM1 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Plasma cells","Conventional Dendritic Cells","HLA-DOA","CD4",0.00306162450628027,0,"HLA-DOA_CD4","HLA-DOA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Conventional Dendritic Cells","NK cells","COL9A2","CD44",0.00306039062596102,0,"COL9A2_CD44","COL9A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Plasma cells","Plasma cells","BTLA","TNFRSF14",0.00305589764254204,0,"BTLA_TNFRSF14","BTLA - TNFRSF14","BTLA","Secreted Signaling","PMID: 21941365"
"NK cells","Classical Monocytes","NAMPT","INSR",0.00305397430971755,0.01,"NAMPT_INSR","NAMPT - INSR","VISFATIN","Secreted Signaling","PMID: 28490838"
"MAIT / CD161-like T cells","Naive CD4 T cells","TNFSF14","TNFRSF14",0.00304279321505238,0,"TNFSF14_TNFRSF14","TNFSF14 - TNFRSF14","LIGHT","Secreted Signaling","KEGG: hsa04060"
"Monocytes","Naive B cells","F11R","ITGAL_ITGB2",0.00304109023053233,0,"JAM1_ITGAL_ITGB2","JAM1 - (ITGAL+ITGB2)","JAM","Cell-Cell Contact","PMID: 11812992"
"Regulatory / Activated CD4 T cells","Conventional Dendritic Cells","CD40LG","ITGA5_ITGB1",0.0030378295305764,0,"CD40LG_ITGA5_ITGB1","CD40LG - (ITGA5+ITGB1)","CD40","Secreted Signaling","PMID: 28676852"
"Plasma cells","NK cells","BTLA","TNFRSF14",0.00303735319340389,0,"BTLA_TNFRSF14","BTLA - TNFRSF14","BTLA","Secreted Signaling","PMID: 21941365"
"Naive CD4 T cells","Classical Monocytes","NAMPT","INSR",0.00303356221817752,0.01,"NAMPT_INSR","NAMPT - INSR","VISFATIN","Secreted Signaling","PMID: 28490838"
"Plasma cells","Classical Monocytes","HLA-DOB","CD4",0.00303311914021825,0,"HLA-DOB_CD4","HLA-DOB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Plasma cells","Conventional Dendritic Cells","LGALS9","HAVCR2",0.00302508910421526,0,"LGALS9_HAVCR2","LGALS9 - HAVCR2","GALECTIN","Secreted Signaling","PMID: 27192565"
"Monocytes","Monocytes","SEMA4A","PLXNB2",0.00302461545163475,0,"SEMA4A_PLXNB2","SEMA4A - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"Gamma-delta Cytotoxic T cells","Classical Monocytes","NAMPT","INSR",0.00302413697916189,0.01,"NAMPT_INSR","NAMPT - INSR","VISFATIN","Secreted Signaling","PMID: 28490838"
"Plasma cells","Monocytes","HLA-DQA2","CD4",0.00302321145345622,0,"HLA-DQA2_CD4","HLA-DQA2 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Conventional Dendritic Cells","NK cells","LAMB3","CD44",0.00302138549237453,0,"LAMB3_CD44","LAMB3 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Plasma cells","Gamma-delta Cytotoxic T cells","BTLA","TNFRSF14",0.00301592962024302,0,"BTLA_TNFRSF14","BTLA - TNFRSF14","BTLA","Secreted Signaling","PMID: 21941365"
"Conventional Dendritic Cells","Myeloid cells","ICAM1","ITGAM_ITGB2",0.00301297378695937,0,"ICAM1_ITGAM_ITGB2","ICAM1 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Conventional Dendritic Cells","NK cells","ICAM2","ITGAM_ITGB2",0.00299906879004924,0,"ICAM2_ITGAM_ITGB2","ICAM2 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Conventional Dendritic Cells","C1Q+ Monocytes","F11R","ITGAL_ITGB2",0.00299508507111251,0,"JAM1_ITGAL_ITGB2","JAM1 - (ITGAL+ITGB2)","JAM","Cell-Cell Contact","PMID: 11812992"
"Classical Monocytes","NK-like cells","ICAM1","SPN",0.00299240736302287,0,"ICAM1_SPN","ICAM1 - SPN","ICAM","Cell-Cell Contact","PMID: 1683685"
"Myeloid cells","MAIT / CD161-like T cells","ICAM1","ITGAL",0.00298364886902429,0,"ICAM1_ITGAL","ICAM1 - ITGAL","ICAM","Cell-Cell Contact","PMID: 23602662"
"Classical Monocytes","NK-like cells","F11R","ITGAL_ITGB2",0.00298310388844424,0,"JAM1_ITGAL_ITGB2","JAM1 - (ITGAL+ITGB2)","JAM","Cell-Cell Contact","PMID: 11812992"
"NK cells","Conventional Dendritic Cells","ICAM2","ITGAL_ITGB2",0.0029796308700931,0,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Regulatory / Activated CD4 T cells","Naive CD4 T cells","IL16","CD4",0.00297709295802862,0,"IL16_CD4","IL16 - CD4","IL16","Secreted Signaling","KEGG: hsa04060"
"Classical Monocytes","Conventional Dendritic Cells","ICAM1","ITGAL",0.00297136611325056,0,"ICAM1_ITGAL","ICAM1 - ITGAL","ICAM","Cell-Cell Contact","PMID: 23602662"
"Gamma-delta Cytotoxic T cells","Regulatory / Activated CD4 T cells","HLA-DQA2","CD4",0.00296934259583801,0,"HLA-DQA2_CD4","HLA-DQA2 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","Monocytes","ICAM2","ITGAL_ITGB2",0.00295077180671782,0,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Platelets","Classical Monocytes","F11R","F11R",0.00294763130000431,0,"F11R_F11R","F11R - F11R","JAM","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","Platelets","F11R","F11R",0.00294763130000431,0,"F11R_F11R","F11R - F11R","JAM","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","Classical Monocytes","SEMA4A","PLXNB2",0.0029343701812544,0,"SEMA4A_PLXNB2","SEMA4A - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"Conventional Dendritic Cells","Naive B cells","F11R","ITGAL_ITGB2",0.00293290969985338,0,"JAM1_ITGAL_ITGB2","JAM1 - (ITGAL+ITGB2)","JAM","Cell-Cell Contact","PMID: 11812992"
"Plasma cells","Regulatory / Activated CD4 T cells","BTLA","TNFRSF14",0.00292881639630432,0,"BTLA_TNFRSF14","BTLA - TNFRSF14","BTLA","Secreted Signaling","PMID: 21941365"
"Myeloid cells","Regulatory / Activated CD4 T cells","HLA-DQA1","CD4",0.00292115058170463,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","Naive CD4 T cells","HLA-DMB","CD4",0.00292084430505633,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Myeloid cells","Regulatory / Activated CD4 T cells","ICAM1","ITGAL_ITGB2",0.00291965188241785,0,"ICAM1_ITGAL_ITGB2","ICAM1 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","Monocytes","ICAM1","SPN",0.00291803204193474,0,"ICAM1_SPN","ICAM1 - SPN","ICAM","Cell-Cell Contact","PMID: 1683685"
"Classical Monocytes","Conventional Dendritic Cells","ICAM1","SPN",0.00291556582098937,0,"ICAM1_SPN","ICAM1 - SPN","ICAM","Cell-Cell Contact","PMID: 1683685"
"Plasma cells","Monocytes","LGALS9","HAVCR2",0.00290848937805819,0,"LGALS9_HAVCR2","LGALS9 - HAVCR2","GALECTIN","Secreted Signaling","PMID: 27192565"
"NK-like cells","Classical Monocytes","NAMPT","INSR",0.00290087222649151,0.01,"NAMPT_INSR","NAMPT - INSR","VISFATIN","Secreted Signaling","PMID: 28490838"
"C1Q+ Monocytes","Myeloid cells","ICAM2","ITGAM_ITGB2",0.00289580465184262,0,"ICAM2_ITGAM_ITGB2","ICAM2 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Conventional Dendritic Cells","C1Q+ Monocytes","ENTPD1","ADORA2A",0.0028812157073054,0,"ENTPD1_ADORA2A","ENTPD1 - ADORA2A","CD39","Cell-Cell Contact","PMID: 21677139"
"MAIT / CD161-like T cells","NK cells","ICAM1","SPN",0.00287977703685292,0,"ICAM1_SPN","ICAM1 - SPN","ICAM","Cell-Cell Contact","PMID: 1683685"
"Conventional Dendritic Cells","Myeloid cells","ICAM1","ITGAL_ITGB2",0.00287911567306523,0.01,"ICAM1_ITGAL_ITGB2","ICAM1 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"C1Q+ Monocytes","Regulatory / Activated CD4 T cells","ICAM1","SPN",0.00287634824024112,0,"ICAM1_SPN","ICAM1 - SPN","ICAM","Cell-Cell Contact","PMID: 1683685"
"C1Q+ Monocytes","Regulatory / Activated CD4 T cells","ALCAM","CD6",0.00287230979727434,0,"ALCAM_CD6","ALCAM - CD6","ALCAM","Cell-Cell Contact","KEGG: hsa04514"
"Regulatory / Activated CD4 T cells","C1Q+ Monocytes","CD6","ALCAM",0.00287230979727434,0,"CD6_ALCAM","CD6 - ALCAM","CD6","Cell-Cell Contact","PMID: 23602662"
"Classical Monocytes","Naive CD4 T cells","ICAM1","ITGAL_ITGB2",0.00285820431296493,0,"ICAM1_ITGAL_ITGB2","ICAM1 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Naive B cells","Platelets","COL6A2","GP6",0.00285317792172989,0,"COL6A2_GP6","COL6A2 - GP6","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Classical Monocytes","C1Q+ Monocytes","ENTPD1","ADORA2A",0.00283435984652566,0,"ENTPD1_ADORA2A","ENTPD1 - ADORA2A","CD39","Cell-Cell Contact","PMID: 21677139"
"C1Q+ Monocytes","Classical Monocytes","TNFSF10","TNFRSF10A",0.00282846317645412,0,"TNFSF10_TNFRSF10B","TNFSF10 - TNFRSF10B","TRAIL","Secreted Signaling","KEGG: hsa04060"
"Regulatory / Activated CD4 T cells","Monocytes","ICAM2","ITGAM_ITGB2",0.00282010621971891,0,"ICAM2_ITGAM_ITGB2","ICAM2 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Regulatory / Activated CD4 T cells","NK-like cells","ICAM2","ITGAL_ITGB2",0.00281773598969397,0,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Conventional Dendritic Cells","Classical Monocytes","ICAM2","ITGAM_ITGB2",0.0028161306300988,0,"ICAM2_ITGAM_ITGB2","ICAM2 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","Conventional Dendritic Cells","TNF","TNFRSF1B",0.00279550778943707,0,"TNF_TNFRSF1B","TNF - TNFRSF1B","TNF","Secreted Signaling","KEGG: hsa04060"
"Regulatory / Activated CD4 T cells","NK-like cells","CD40LG","ITGAM_ITGB2",0.0027903687721582,0,"CD40LG_ITGAM_ITGB2","CD40LG - (ITGAM+ITGB2)","CD40","Secreted Signaling","PMID: 28676852"
"NK-like cells","MAIT / CD161-like T cells","NCAM1","FGFR1",0.00278848903389893,0,"NCAM1_FGFR1","NCAM1 - FGFR1","NCAM","Cell-Cell Contact","PMID: 12791257"
"Conventional Dendritic Cells","Regulatory / Activated CD4 T cells","CD69","KLRB1",0.00278619925478815,0,"CLEC2C_KLRB1","CLEC2C - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"Plasma cells","NK cells","ALCAM","CD6",0.00278081667217394,0,"ALCAM_CD6","ALCAM - CD6","ALCAM","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","Plasma cells","CD6","ALCAM",0.00278081667217394,0,"CD6_ALCAM","CD6 - ALCAM","CD6","Cell-Cell Contact","PMID: 23602662"
"Naive CD4 T cells","Conventional Dendritic Cells","ICAM2","ITGAL_ITGB2",0.00277674931840345,0,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","Classical Monocytes","RETN","TLR4",0.00276770813865326,0,"RETN_TLR4","RETN - TLR4","RESISTIN","Secreted Signaling","PMID: 30809105"
"C1Q+ Monocytes","Myeloid cells","ICAM2","ITGAL_ITGB2",0.00276713759153414,0.01,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Conventional Dendritic Cells","Myeloid cells","ICAM1","ITGAL",0.002766188666178,0,"ICAM1_ITGAL","ICAM1 - ITGAL","ICAM","Cell-Cell Contact","PMID: 23602662"
"Gamma-delta Cytotoxic T cells","C1Q+ Monocytes","JAM3","ITGAM_ITGB2",0.00276023616404616,0,"JAM3_ITGAM_ITGB2","JAM3 - (ITGAM+ITGB2)","JAM","Cell-Cell Contact","KEGG: hsa04514; PMID: 16118203, PMC2194005"
"Plasma cells","Regulatory / Activated CD4 T cells","CD80","CTLA4",0.00274738655430787,0,"CD80_CTLA4","CD80 - CTLA4","CD80","Cell-Cell Contact","PMID: 23954143"
"Myeloid cells","C1Q+ Monocytes","SEMA4A","PLXNB2",0.00274568948929382,0,"SEMA4A_PLXNB2","SEMA4A - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"MAIT / CD161-like T cells","Naive B cells","ICAM1","ITGAM_ITGB2",0.00273193342298023,0,"ICAM1_ITGAM_ITGB2","ICAM1 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Myeloid cells","Myeloid cells","ENTPD1","ADORA2B",0.00273178018382658,0,"ENTPD1_ADORA2B","ENTPD1 - ADORA2B","CD39","Cell-Cell Contact","PMID: 21677139"
"Myeloid cells","Regulatory / Activated CD4 T cells","LAMB3","ITGA6_ITGB1",0.00272485027114182,0,"LAMB3_ITGA6_ITGB1","LAMB3 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Gamma-delta Cytotoxic T cells","Classical Monocytes","HLA-DQA2","CD4",0.00272460002203038,0,"HLA-DQA2_CD4","HLA-DQA2 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Plasma cells","Regulatory / Activated CD4 T cells","HLA-DRB5","CD4",0.00271792924127621,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","Naive B cells","LCK","CD8 receptor",0.00271511294854579,0,"LCK_CD8A_CD8B1","LCK - (CD8A+CD8B1)","LCK","Cell-Cell Contact","PMID: 25427562"
"NK cells","MAIT / CD161-like T cells","ICAM2","ITGAL_ITGB2",0.00271288025551395,0,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Myeloid cells","NK-like cells","ICAM1","ITGAM_ITGB2",0.00270928087141755,0,"ICAM1_ITGAM_ITGB2","ICAM1 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"C1Q+ Monocytes","Regulatory / Activated CD4 T cells","ICOSLG","CD28",0.00270819970215815,0,"ICOSL_CD28","ICOSL - CD28","ICOS","Cell-Cell Contact","KEGG: hsa04514"
"Conventional Dendritic Cells","Naive B cells","ICAM1","SPN",0.00269509906986079,0,"ICAM1_SPN","ICAM1 - SPN","ICAM","Cell-Cell Contact","PMID: 1683685"
"C1Q+ Monocytes","Regulatory / Activated CD4 T cells","ICOSLG","ICOS",0.00269270800172197,0,"ICOSL_ICOS","ICOSL - ICOS","ICOS","Cell-Cell Contact","PMID: 23954143"
"C1Q+ Monocytes","NK cells","TNF","TNFRSF1B",0.00268693465454535,0,"TNF_TNFRSF1B","TNF - TNFRSF1B","TNF","Secreted Signaling","KEGG: hsa04060"
"Plasma cells","C1Q+ Monocytes","ANGPTL1","LILRB3",0.00268048043601835,0,"ANGPTL1_PIRB","ANGPTL1 - PIRB","ANGPTL","Secreted Signaling","PMID: 24478758"
"Myeloid cells","Classical Monocytes","HLA-DQA1","CD4",0.00268036946706096,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Conventional Dendritic Cells","Monocytes","ENTPD1","ADORA2B",0.00267649293710907,0,"ENTPD1_ADORA2B","ENTPD1 - ADORA2B","CD39","Cell-Cell Contact","PMID: 21677139"
"Plasma cells","Naive B cells","BTLA","TNFRSF14",0.00267535484030006,0,"BTLA_TNFRSF14","BTLA - TNFRSF14","BTLA","Secreted Signaling","PMID: 21941365"
"NK-like cells","Naive B cells","HLA-F","CD8B",0.0026601734385476,0,"HLA-F_CD8B","HLA-F - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","Myeloid cells","ICAM1","ITGAM_ITGB2",0.00265420547004996,0,"ICAM1_ITGAM_ITGB2","ICAM1 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Plasma cells","Conventional Dendritic Cells","HLA-DQA2","CD4",0.00265155248971882,0,"HLA-DQA2_CD4","HLA-DQA2 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","Classical Monocytes","ICAM2","ITGAL_ITGB2",0.00263882023374414,0,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"NK-like cells","Naive CD4 T cells","HLA-F","CD8B",0.0026377953714713,0,"HLA-F_CD8B","HLA-F - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","Monocytes","ENTPD1","ADORA2B",0.00263295759553585,0,"ENTPD1_ADORA2B","ENTPD1 - ADORA2B","CD39","Cell-Cell Contact","PMID: 21677139"
"MAIT / CD161-like T cells","Regulatory / Activated CD4 T cells","TNF","TNFRSF1B",0.00262595512381035,0,"TNF_TNFRSF1B","TNF - TNFRSF1B","TNF","Secreted Signaling","KEGG: hsa04060"
"Myeloid cells","Regulatory / Activated CD4 T cells","HLA-DMA","CD4",0.00262424128537315,0.01,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","Regulatory / Activated CD4 T cells","RETN","CAP1",0.00262207153064254,0,"RETN_CAP1","RETN - CAP1","RESISTIN","Secreted Signaling","PMID: 30809105"
"NK cells","Regulatory / Activated CD4 T cells","FASLG","FAS",0.0026058727682109,0,"FASL_FAS","FASL - FAS","FASLG","Secreted Signaling","KEGG: hsa04060"
"Classical Monocytes","NK-like cells","CD69","KLRB1",0.00260386068142372,0,"CLEC2C_KLRB1","CLEC2C - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"C1Q+ Monocytes","Classical Monocytes","TNF","TNFRSF1A",0.00259894234036569,0,"TNF_TNFRSF1A","TNF - TNFRSF1A","TNF","Secreted Signaling","KEGG: hsa04060"
"Plasma cells","Naive CD4 T cells","BTLA","TNFRSF14",0.00259435381168725,0,"BTLA_TNFRSF14","BTLA - TNFRSF14","BTLA","Secreted Signaling","PMID: 21941365"
"Conventional Dendritic Cells","Monocytes","ICAM2","ITGAM_ITGB2",0.00258802627295268,0,"ICAM2_ITGAM_ITGB2","ICAM2 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","C1Q+ Monocytes","HLA-DQA1","CD4",0.00258608327484128,0.02,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MAIT / CD161-like T cells","MAIT / CD161-like T cells","ICAM1","ITGAL",0.00255499846876406,0,"ICAM1_ITGAL","ICAM1 - ITGAL","ICAM","Cell-Cell Contact","PMID: 23602662"
"Plasma cells","Naive CD4 T cells","ICOSLG","ICOS",0.00253758431934689,0,"ICOSL_ICOS","ICOSL - ICOS","ICOS","Cell-Cell Contact","PMID: 23954143"
"Monocytes","Myeloid cells","ICAM1","ITGAL_ITGB2",0.00253624589518124,0.01,"ICAM1_ITGAL_ITGB2","ICAM1 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
